course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
COMP 422,422,Lecture,,4,COMP,Computer Science,"COMP 422 is an undergraduate version of this course.  COMP 422 students will have four programming assignments. COMP 534 students will have five. As part of their assignments, both COMP 422 and COMP 534 students will analyze the scalability and parallel efficiency of parallel programs they write. COMP 534 students will additionally use tools to qualify the root causes of scaling losses in their programs and document their findings. Graduate/Undergraduate Equivalency: COMP 534. Mutually Exclusive: Cannot register for COMP 422 if student has credit for COMP 534.",,Standard Letter,Taught in English,PARALLEL COMPUTING,COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,PARALLEL COMPUTING
COMP 423,423,Lecture,,3,COMP,Computer Science,"The course introduces students to modern cryptographic techniques, focusing mainly on mathematical tools. The course covers topics such as Diffie-Hellman key exchange, the ElGamal public key crypto system, integer factorization and RSA, and elliptic curves and lattices in cryptography. Graduate/Undergraduate Equivalency: COMP 523. Mutually Exclusive: Cannot register for COMP 423 if student has credit for COMP 523.",,Standard Letter,Taught in English,INTRODUCTION TO MATHEMATICAL CRYPTOGRAPHY,COMP 382 OR COMP 448 OR MATH 448 OR MATH 365,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO MATH CRYPTOGRAPHY
COMP 424,424,Lecture/Laboratory,,4,COMP,Computer Science,"ELEC 424 introduces mobile and embedded system design and applications to undergraduate students and provides them hands-on design experience. It consists of three interlearning parts: lectures, student project, and student presentations. Cross-list: ELEC 424.",,Standard Letter,Taught in English,MOBILE AND EMBEDDED SYSTEM DESIGN AND APPLICATION,ELEC 220 OR COMP 222,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,MOBILE & EMBEDDED SYSTEM
COMP 425,425,Lecture/Laboratory,,4,COMP,Computer Science,"Evolution of key architecture concepts found in advanced uniprocessor systems. Fundamental and advanced pipelining techniques and associated issues for improving processor performance. Illustrated with RISC processors such as the ARM processor. Examine several metrics for processor performance, such as Amdahl’s law. Key concepts of data and program memory systems found in modern systems with memory hierarchies and cashes. Perform experiments in cache performance analysis. Influence of technology trends, such as Moore’s law, on processor implementation Approaches for exploiting instruction level parallelism, such as VLIW. Introduction to parallel and multicore architectures. Introduction to processor architectures targeted for imbedded applications. Cross-list: ELEC 425, Graduate/Undergraduate Equivalency: COMP 554. Mutually Exclusive: Cannot register for COMP 425 if student has credit for COMP 554.",,Standard Letter,Taught in English,COMPUTER SYSTEMS ARCHITECTURE,ELEC 326 OR COMP 326,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTER SYSTEMS ARCHITECTURE
COMP 427,427,Lecture,,3,COMP,Computer Science,"This elective course covers a wide variety of topics in computer security, including hands-on experience w/breaking software & engineering software to be harder to break. For example, students will perform buffer overflow attacks & exploit web application vulnerabilities, while also learning how to defend against them. Graduate/Undergraduate Equivalency: COMP 327, COMP 541. Mutually Exclusive: Cannot register for COMP 427 if student has credit for COMP 327/COMP 541.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER SECURITY,(COMP 310 OR COMP 318) AND COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO COMPUTER SECURITY
COMP 429,429,Lecture,http://www.clear.rice.edu/comp429/,4,COMP,Computer Science,"Network architectures, algorithms, and protocols. Local- and Wide-area networking. Intra- and inter-domain routing. Transmission reliability. Flow and congestion control. TCP/IP. Multicast. Quality of Service. Network Security - Networked applications. Cross-list: ELEC 429, Graduate/Undergraduate Equivalency: COMP 556. Mutually Exclusive: Cannot register for COMP 429 if student has credit for COMP 556.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER NETWORKS,COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO COMPUTER NETWORKS
COMP 430,430,Lecture/Laboratory,,3,COMP,Computer Science,"Introduction to relational and other database systems, SQL programming, Database application programming, and Database design. Graduate/Undergraduate Equivalency: COMP 533. Mutually Exclusive: Cannot register for COMP 430 if student has credit for COMP 533.",,Standard Letter,Taught in English,INTRODUCTION TO DATABASE SYSTEMS,COMP 215 AND COMP 182,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO DATABASE SYSTEMS
COMP 431,431,Lecture/Laboratory,,3,COMP,Computer Science,"In this project-based course, students create multi-user Web applications involving all aspects of application development from front-end and back-end programming to interfacing client-server communications technologies. Class time includes discussions of topics in Web development, structural frameworks, test driven development, and time for students to develop their Web applications. Graduate/Undergraduate Equivalency: COMP 531. Mutually Exclusive: Cannot register for COMP 431 if student has credit for COMP 531.",,Standard Letter,Taught in English,WEB DEVELOPMENT,COMP 318 OR COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,WEB DEVELOPMENT
COMP 432,432,Lecture,,3 TO 4,COMP,Computer Science,"This course covers database management system architecture, query processing and optimization, transaction processing, concurrent control and recover, storage, indexing structures and related topics. Students will build a database system from the ground up. Students who have not had an introductory database course should enroll for 4 credits: all others should enroll for 3 credits. Graduate/Undergraduate Equivalency: COMP 530. Recommended Prerequisite(s): COMP 430 Mutually Exclusive: Cannot register for COMP 432 if student has credit for COMP 530.",,Standard Letter,Taught in English,DATABASE SYSTEM IMPLEMENTATION,COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,DATABASE SYSTEM IMPLEMENTATION
COMP 435,435,Seminar,,3,COMP,Computer Science,"This multidisciplinary course will consider how elections are conducted to enhance participation, to accurately measure the will of the electorate, and to be sufficiently rigorous to convince all parties that the results are legitimate. This course will consider the design and evaluation of election technologies, ranging from voter registration through the polling booth and vote tabulation. This course will consider three questions: how do individual voters interact with the voting technology, how are voting technologies engineered to be accurate and secure, and how do the social aspects of voting fulfill democratic goals for elections? A central requirement for this course will be group research projects, many operating in our community, built around the November election. Cross-list: POLI 420, PSYC 420.",,Standard Letter,Taught in English,"ELECTION SYSTEMS, TECHNOLOGIES, AND ADMINISTRATION",POLI 395 OR PSYC 340,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,ELECTION SYSTEMS
COMP 436,436,Lecture,,3,COMP,Computer Science,"What is “cloud computing?” How do we build cloud-scale systems and components that are secure against malicious attacks, and scale to millions of users? Many of today’s services run inside the cloud – a set of geographically distributed data centers running heterogeneous software stacks. Cloud systems must scale across tens of thousands of machines, support millions of concurrent requests, and they must do so with high security guarantees. This course will start with the fundamentals of cloud computing, introduce key techniques in building scalable and secure systems and expose students to state-of-the-art research advances as well as emerging security threats and defenses in today’s cloud systems. Cross-list: ELEC 410, Graduate/Undergraduate Equivalency: COMP 536. Mutually Exclusive: Cannot register for COMP 436 if student has credit for COMP 536.",,Standard Letter,Taught in English,SECURE AND CLOUD COMPUTING,COMP 321,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,SECURE & CLOUD COMPUTING
COMP 440,440,Lecture,http://www.owlnet.rice.edu/~comp440,4,COMP,Computer Science,"This is a foundational course in artificial intelligence, the discipline of designing intelligent agents. The course will cover the design and analysis of agents that do the right thing in the face of limited information and computational resources. The course revolves around two main questions: how agents decide what to do, and how they learn from experience. Tools from computer science, probability theory, and game theory will be used. Interesting examples of intelligent agents will be covered, including poker playing programs, bots for various games (e.g. WoW), DS1 -- the spacecraft that performed an autonomous flyby of Comet Borrely in 2001, Stanley -- the Stanford robot car that won the Darpa Grand Challenge, Google Maps and how it calculates driving directions, face and handwriting recognizers, Fedex package delivery planners, airline fare prediction sites, and fraud detectors in financial transactions. Cross-list: ELEC 440, Graduate/Undergraduate Equivalency: COMP 557. Mutually Exclusive: Cannot register for COMP 440 if student has credit for COMP 557.",,Standard Letter,Taught in English,ARTIFICIAL INTELLIGENCE,(MATH 212 OR MATH 232) AND (ELEC 303 OR STAT 310 OR ECON 307 OR STAT 311 OR STAT 312 OR STAT 315 OR DSCI 301) AND (CAAM 334 OR CAAM 335 OR CMOR 302 OR CMOR 303 OR MATH 354 OR MATH 355) AND (COMP 382 OR COMP 582) AND (COMP 310 OR COMP 318),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,ARTIFICIAL INTELLIGENCE
